"","m","sd"
"6167",0,0
"6168",0,0
"6169",0.0028,0.0528435354979622
"6170",0,0
"6171",0,0
"6172",0.0024,0.0489334185188895
"6173",0,0
"6174",0,0
"6175",0.0059,0.0765883579772916
"6176",0,0
"6177",0,0
"6178",0.0052,0.0719268889062691
"6179",0,0
"6180",0,0
"6181",0.0051,0.0712355069452375
"6182",0,0
"6183",0,0
"6184",0.0054,0.0732896796125742
"6185",0,0
"6186",0,0
"6187",0.0034,0.0582132190991684
"6188",0,0
"6189",0,0
"6190",0.0064,0.0797475765625311
"6191",0,0
"6192",0,0
"6193",0.0069,0.0827833033137163
"6194",8e-04,0.0282743690291119
"6195",0,0
"6196",0.0092,0.0954791685508557
"6197",9e-04,0.0299879963984391
"6198",0,0
"6199",0.0067,0.0815829368039528
"6200",6e-04,0.024488772325231
"6201",0,0
"6202",0.013,0.113279668203623
"6203",8e-04,0.0282743690291119
"6204",0,0
"6205",0.0113,0.105704433883987
"6206",7e-04,0.0264495738717243
"6207",0,0
"6208",0.0111,0.104775415956124
"6209",9e-04,0.0299879963984391
"6210",0,0
"6211",0.0065,0.0803641452364421
"6212",2e-04,0.0141414284285499
"6213",0,0
"6214",0.0067,0.0815829368039528
"6215",7e-04,0.0264495738717243
"6216",0,0
"6217",0.0103,0.100969943512658
"6218",6e-04,0.024488772325231
"6219",0,0
"6220",3e-04,0.0173187757650303
"6221",0,0
"6222",0,0
"6223",1e-04,0.01
"6224",0,0
"6225",0,0
"6226",0.002,0.044678849805719
"6227",0,0
"6228",0,0
"6229",0.0032,0.0564807844129381
"6230",0,0
"6231",0,0
"6232",5e-04,0.022356206744392
"6233",0,0
"6234",0,0
"6235",0.0029,0.0537761953648526
"6236",0,0
"6237",0,0
"6238",7e-04,0.0264495738717243
"6239",0,0
"6240",0,0
"6241",9e-04,0.0299879963984391
"6242",0,0
"6243",0,0
"6244",6e-04,0.024488772325231
"6245",0,0
"6246",0,0
"6247",0.0021,0.0457799036691647
"6248",0,0
"6249",0,0
"6250",3e-04,0.0173187757650303
"6251",0,0
"6252",0,0
"6253",0.0019,0.0435497377485307
"6254",0,0
"6255",0,0
"6256",0.0038,0.0615299812600279
"6257",0,0
"6258",0,0
"6259",0.0031,0.0555940560663367
"6260",0,0
"6261",0,0
"6262",0.0028,0.0528435354979622
"6263",0,0
"6264",0,0
"6265",0.002,0.044678849805719
"6266",0,0
"6267",0,0
"6268",0.0077,0.0874155257801195
"6269",0,0
"6270",0,0
"6271",0.0035,0.0590601287662073
"6272",0,0
"6273",0,0
"6274",0.0032,0.0564807844129381
"6275",0,0
"6276",0,0
"6277",3e-04,0.0173187757650303
"6278",0,0
"6279",0,0
"6280",2e-04,0.0141414284285499
"6281",0,0
"6282",0,0
"6283",0.001,0.0316085417251571
"6284",0,0
"6285",0,0
"6286",2e-04,0.0141414284285499
"6287",0,0
"6288",0,0
"6289",0.0046,0.0676705100453143
"6290",0,0
"6291",0,0
"6292",0.0038,0.0615299812600279
"6293",0,0
"6294",0,0
"6295",0.0055,0.0739614563790017
"6296",0,0
"6297",0,0
"6298",0.004,0.0631220915357213
"6299",0,0
"6300",0,0
"6301",0.004,0.0631220915357213
"6302",0,0
"6303",0,0
"6304",0.0044,0.0661897130059557
"6305",0,0
"6306",0,0
"6307",0.0032,0.0564807844129381
"6308",0,0
"6309",0,0
"6310",0.0026,0.0509264111236497
"6311",0,0
"6312",0,0
"6313",0.0035,0.0590601287662073
"6314",0,0
"6315",0,0
"6316",0.0034,0.0582132190991684
"6317",0,0
"6318",0,0
"6319",0.0027,0.0518939235164368
"6320",0,0
"6321",0,0
"6322",0.0036,0.0598948974443899
"6323",0,0
"6324",0,0
"6325",0.004,0.0631220915357213
"6326",0,0
"6327",0,0
"6328",0.0126,0.111545884049681
"6329",0,0
"6330",0,0
"6331",0.0146,0.119951151840584
"6332",0,0
"6333",0,0
"6334",0.019,0.136531549783955
"6335",0,0
"6336",0,0
"6337",0.0166,0.127773520759431
"6338",0,0
"6339",0,0
"6340",0.0057,0.0752866310023285
"6341",0,0
"6342",0,0
"6343",0.0067,0.0815829368039528
"6344",0,0
"6345",0,0
"6346",9e-04,0.0299879963984391
"6347",0,0
"6348",0,0
"6349",5e-04,0.022356206744392
"6350",0,0
"6351",0,0
"6352",1e-04,0.01
"6353",0,0
"6354",0,0
"6355",6e-04,0.024488772325231
"6356",0,0
"6357",0,0
"6358",6e-04,0.024488772325231
"6359",0,0
"6360",0,0
"6361",3e-04,0.0173187757650303
"6362",0,0
"6363",0,0
"6364",0.0013,0.0360338707882514
"6365",0,0
"6366",0,0
"6367",1e-04,0.01
"6368",0,0
"6369",0,0
"6370",6e-04,0.024488772325231
"6371",0,0
"6372",0,0
"6373",3e-04,0.0173187757650303
"6374",0,0
"6375",0,0
"6376",0.001,0.0316085417251571
"6377",0,0
"6378",0,0
"6379",5e-04,0.022356206744392
"6380",0,0
"6381",0,0
"6382",6e-04,0.024488772325231
"6383",0,0
"6384",0,0
"6385",0.0028,0.0528435354979622
"6386",0,0
"6387",0,0
"6388",0.0347,0.183028030437943
"6389",0.0843,0.277851093434977
"6390",0.14,0.347004382110832
"6391",0.0337,0.180464862942002
"6392",0.0776,0.267554477704736
"6393",0.1228,0.328223906949676
"6394",0.039,0.193604618423289
"6395",0.1012,0.301608449426863
"6396",0.1519,0.358941880988264
"6397",0,0
"6398",0,0
"6399",0,0
"6400",1e-04,0.01
"6401",0,0
"6402",0,0
"6403",0,0
"6404",0,0
"6405",0,0
"6406",0,0
"6407",0,0
"6408",0,0
"6409",0,0
"6410",0,0
"6411",0,0
"6412",1e-04,0.01
"6413",0,0
"6414",0,0
"6415",1e-04,0.01
"6416",0,0
"6417",0,0
"6418",1e-04,0.01
"6419",0,0
"6420",0,0
"6421",0,0
"6422",0,0
"6423",0,0
"6424",0,0
"6425",0,0
"6426",0,0
"6427",0,0
"6428",0,0
"6429",0,0
"6430",0,0
"6431",0,0
"6432",0,0
"6433",0,0
"6434",0,0
"6435",0,0
"6436",0,0
"6437",0,0
"6438",0,0
"6439",0,0
"6440",0,0
"6441",0,0
"6442",0,0
"6443",0,0
"6444",0,0
"6445",1e-04,0.01
"6446",0,0
"6447",0,0
"6448",0,0
"6449",0,0
"6450",0,0
"6451",0,0
"6452",0,0
"6453",0,0
"6454",0,0
"6455",0,0
"6456",0,0
"6457",2e-04,0.0141414284285499
"6458",0,0
"6459",0,0
"6460",1e-04,0.01
"6461",0,0
"6462",0,0
"6463",3e-04,0.0173187757650303
"6464",0,0
"6465",0,0
"6466",0,0
"6467",0,0
"6468",0,0
"6469",2e-04,0.0141414284285499
"6470",0,0
"6471",0,0
"6472",0,0
"6473",0,0
"6474",0,0
"6475",0,0
"6476",0,0
"6477",0,0
"6478",2e-04,0.0141414284285499
"6479",0,0
"6480",0,0
"6481",0,0
"6482",0,0
"6483",0,0
"6484",0,0
"6485",0,0
"6486",0,0
"6487",1e-04,0.01
"6488",0,0
"6489",0,0
"6490",0.0144,0.119138824091648
"6491",0.0022,0.0468548774190457
"6492",0,0
"6493",0.0082,0.090186325778001
"6494",0.0014,0.037392242751429
"6495",0,0
"6496",0.0081,0.0896392409570269
"6497",7e-04,0.0264495738717243
"6498",0,0
"6499",0.0125,0.111107985754625
"6500",0.0015,0.038702710369934
"6501",0,0
"6502",0.0078,0.0879768946564911
"6503",0,0
"6504",0,0
"6505",0.0025,0.049939957948921
"6506",0,0
"6507",0,0
"6508",0.006,0.0772307999417717
"6509",0,0
"6510",0,0
"6511",0.0044,0.0661897130059557
"6512",0,0
"6513",0,0
"6514",0.0084,0.0912703293918825
"6515",0,0
"6516",0,0
"6517",0.007,0.0833768263339218
"6518",0,0
"6519",0,0
"6520",0.0057,0.0752866310023285
"6521",0,0
"6522",0,0
"6523",0.0069,0.0827833033137163
"6524",0,0
"6525",0,0
"6526",0.0023,0.0479055267578741
"6527",0,0
"6528",0,0
"6529",0.005,0.0705372068468477
"6530",0,0
"6531",0,0
"6532",0,0
"6533",0,0
"6534",0,0
"6535",0,0
"6536",0,0
"6537",0,0
"6538",0,0
"6539",0,0
"6540",0,0
"6541",0.004,0.0631220915357213
"6542",0,0
"6543",0,0
"6544",0.0025,0.049939957948921
"6545",0,0
"6546",0,0
"6547",0.0017,0.0411980549052112
"6548",0,0
"6549",0,0
"6550",0.0027,0.0518939235164368
"6551",0,0
"6552",0,0
"6553",0.0026,0.0509264111236497
"6554",0,0
"6555",0,0
"6556",0.0014,0.037392242751429
"6557",0,0
"6558",0,0
"6559",0.0016,0.0399699857390017
"6560",0,0
"6561",0,0
"6562",0.0024,0.0489334185188895
"6563",0,0
"6564",0,0
"6565",0.002,0.044678849805719
"6566",0,0
"6567",0,0
"6568",0.0011,0.0331496589724389
"6569",0,0
"6570",0,0
"6571",0.0051,0.0712355069452375
"6572",0,0
"6573",0,0
"6574",0.0016,0.0399699857390017
"6575",0,0
"6576",0,0
"6577",0.0133,0.114561871677466
"6578",0,0
"6579",0,0
"6580",0.0144,0.119138824091648
"6581",0,0
"6582",0,0
"6583",0.008,0.0890886843508643
"6584",0,0
"6585",0,0
"6586",0.0495,0.216920389649163
"6587",0,0
"6588",0,0
"6589",1e-04,0.01
"6590",0,0
"6591",0,0
"6592",2e-04,0.0141414284285499
"6593",0,0
"6594",0,0
"6595",1e-04,0.01
"6596",0,0
"6597",0,0
"6598",0,0
"6599",0,0
"6600",0,0
"6601",1e-04,0.01
"6602",0,0
"6603",0,0
"6604",1e-04,0.01
"6605",0,0
"6606",0,0
"6607",0,0
"6608",0,0
"6609",0,0
"6610",0,0
"6611",0,0
"6612",0,0
"6613",0,0
"6614",0,0
"6615",0,0
"6616",0,0
"6617",0,0
"6618",0,0
"6619",4e-04,0.0199969994748912
"6620",0,0
"6621",0,0
"6622",0.0011,0.0331496589724389
"6623",0,0
"6624",0,0
"6625",7e-04,0.0264495738717243
"6626",0,0
"6627",0,0
"6628",0.001,0.0316085417251571
"6629",0,0
"6630",0,0
"6631",0.001,0.0316085417251571
"6632",0,0
"6633",0,0
"6634",0.0017,0.0411980549052112
"6635",0,0
"6636",0,0
"6637",8e-04,0.0282743690291119
"6638",0,0
"6639",0,0
"6640",4e-04,0.0199969994748912
"6641",0,0
"6642",0,0
"6643",9e-04,0.0299879963984391
"6644",0,0
"6645",0,0
"6646",0.001,0.0316085417251571
"6647",0,0
"6648",0,0
"6649",3e-04,0.0173187757650303
"6650",0,0
"6651",0,0
"6652",6e-04,0.024488772325231
"6653",0,0
"6654",0,0
"6655",9e-04,0.0299879963984391
"6656",0,0
"6657",0,0
"6658",6e-04,0.024488772325231
"6659",0,0
"6660",0,0
"6661",3e-04,0.0173187757650303
"6662",0,0
"6663",0,0
"6664",4e-04,0.0199969994748912
"6665",0,0
"6666",0,0
"6667",3e-04,0.0173187757650303
"6668",0,0
"6669",0,0
"6670",5e-04,0.022356206744392
"6671",0,0
"6672",0,0
"6673",2e-04,0.0141414284285499
"6674",0,0
"6675",0,0
"6676",8e-04,0.0282743690291119
"6677",0,0
"6678",0,0
"6679",0.001,0.0316085417251571
"6680",0,0
"6681",0,0
"6682",6e-04,0.024488772325231
"6683",0,0
"6684",0,0
"6685",0.002,0.044678849805719
"6686",0,0
"6687",0,0
"6688",4e-04,0.0199969994748912
"6689",0,0
"6690",0,0
"6691",5e-04,0.022356206744392
"6692",0,0
"6693",0,0
"6694",0.005,0.0705372068468477
"6695",0,0
"6696",0,0
"6697",0.0079,0.0885345911911482
"6698",0,0
"6699",0,0
"6700",0.0321,0.176274494098627
"6701",0,0
"6702",0,0
"6703",0.0697,0.254653479928086
"6704",0.1274,0.333437187541827
"6705",0.1937,0.395216307346951
"6706",0.2173,0.412429048167048
"6707",0.4437,0.496845041737914
"6708",0.984,0.125481371356292
"6709",0.0569,0.231663024187455
"6710",0.1081,0.310522193092926
"6711",0.1455,0.352621871440814
"6712",0.0535,0.225039583810111
"6713",0.1011,0.301476166202038
"6714",0.148,0.355117742250491
"6715",0.0016,0.0399699857390017
"6716",0,0
"6717",0,0
"6718",0.0026,0.0509264111236497
"6719",0,0
"6720",0,0
"6721",0.0021,0.0457799036691647
"6722",0,0
"6723",0,0
"6724",0,0
"6725",0,0
"6726",0,0
"6727",0,0
"6728",0,0
"6729",0,0
"6730",0,0
"6731",0,0
"6732",0,0
"6733",0,0
"6734",0,0
"6735",0,0
"6736",0,0
"6737",0,0
"6738",0,0
"6739",0,0
"6740",0,0
"6741",0,0
"6742",0,0
"6743",0,0
"6744",0,0
"6745",0,0
"6746",0,0
"6747",0,0
"6748",0,0
"6749",0,0
"6750",0,0
"6751",0,0
"6752",0,0
"6753",0,0
"6754",0,0
"6755",0,0
"6756",0,0
"6757",0,0
"6758",0,0
"6759",0,0
"6760",0,0
"6761",0,0
"6762",0,0
"6763",0,0
"6764",0,0
"6765",0,0
"6766",0,0
"6767",0,0
"6768",0,0
"6769",1e-04,0.01
"6770",0,0
"6771",0,0
"6772",0,0
"6773",0,0
"6774",0,0
"6775",0.0053,0.0726115503465142
"6776",0,0
"6777",0,0
"6778",0.0147,0.120355135062255
"6779",2e-04,0.0141414284285499
"6780",0,0
"6781",0.0213,0.144389732458662
"6782",2e-04,0.0141414284285499
"6783",0,0
"6784",1e-04,0.01
"6785",0,0
"6786",0,0
"6787",5e-04,0.022356206744392
"6788",0,0
"6789",0,0
"6790",4e-04,0.0199969994748912
"6791",0,0
"6792",0,0
"6793",2e-04,0.0141414284285499
"6794",0,0
"6795",0,0
"6796",0,0
"6797",0,0
"6798",0,0
"6799",0,0
"6800",0,0
"6801",0,0
"6802",0,0
"6803",0,0
"6804",0,0
"6805",0,0
"6806",0,0
"6807",0,0
"6808",1e-04,0.01
"6809",0,0
"6810",0,0
"6811",0,0
"6812",0,0
"6813",0,0
"6814",0,0
"6815",0,0
"6816",0,0
"6817",3e-04,0.0173187757650303
"6818",0,0
"6819",0,0
"6820",0,0
"6821",0,0
"6822",0,0
"6823",0,0
"6824",0,0
"6825",0,0
"6826",0,0
"6827",0,0
"6828",0,0
"6829",0,0
"6830",0,0
"6831",0,0
"6832",0.0016,0.0399699857390017
"6833",0,0
"6834",0,0
"6835",0,0
"6836",0,0
"6837",0,0
"6838",0,0
"6839",0,0
"6840",0,0
"6841",3e-04,0.0173187757650303
"6842",0,0
"6843",0,0
"6844",5e-04,0.022356206744392
"6845",0,0
"6846",0,0
"6847",1e-04,0.01
"6848",0,0
"6849",0,0
"6850",3e-04,0.0173187757650303
"6851",0,0
"6852",0,0
"6853",1e-04,0.01
"6854",0,0
"6855",0,0
"6856",3e-04,0.0173187757650303
"6857",0,0
"6858",0,0
"6859",3e-04,0.0173187757650303
"6860",0,0
"6861",0,0
"6862",1e-04,0.01
"6863",0,0
"6864",0,0
"6865",3e-04,0.0173187757650303
"6866",0,0
"6867",0,0
"6868",4e-04,0.0199969994748912
"6869",0,0
"6870",0,0
"6871",0.0022,0.0468548774190457
"6872",0,0
"6873",0,0
"6874",0.0026,0.0509264111236497
"6875",0,0
"6876",0,0
"6877",0.0026,0.0509264111236497
"6878",0,0
"6879",0,0
"6880",0.0035,0.0590601287662073
"6881",0,0
"6882",0,0
"6883",0.002,0.044678849805719
"6884",0,0
"6885",0,0
"6886",0.003,0.0546927703623888
"6887",0,0
"6888",0,0
"6889",0.0027,0.0518939235164368
"6890",0,0
"6891",0,0
"6892",0.003,0.0546927703623888
"6893",0,0
"6894",0,0
"6895",0.0044,0.0661897130059557
"6896",0,0
"6897",0,0
"6898",0.0035,0.0590601287662073
"6899",0,0
"6900",0,0
"6901",0.0026,0.0509264111236497
"6902",0,0
"6903",0,0
"6904",0.0026,0.0509264111236497
"6905",0,0
"6906",0,0
"6907",0.0028,0.0528435354979622
"6908",0,0
"6909",0,0
"6910",0.0038,0.0615299812600279
"6911",0,0
"6912",0,0
"6913",0.0026,0.0509264111236497
"6914",0,0
"6915",0,0
"6916",0.0031,0.0555940560663367
"6917",0,0
"6918",0,0
"6919",0.0028,0.0528435354979622
"6920",0,0
"6921",0,0
"6922",4e-04,0.0199969994748912
"6923",0,0
"6924",0,0
"6925",0.0025,0.049939957948921
"6926",0,0
"6927",0,0
"6928",0.0016,0.0399699857390017
"6929",0,0
"6930",0,0
"6931",3e-04,0.0173187757650303
"6932",0,0
"6933",0,0
"6934",0.001,0.0316085417251571
"6935",0,0
"6936",0,0
"6937",8e-04,0.0282743690291119
"6938",0,0
"6939",0,0
"6940",0.0301,0.170871032334241
"6941",0.0642,0.245121130131296
"6942",0.0962,0.294880069563107
"6943",0.0218,0.146037298965945
"6944",0.0389,0.193366307956958
"6945",0.0628,0.242615016445026
"6946",0.0354,0.184797876139047
"6947",0.0781,0.268342301471602
"6948",0.1124,0.315873736834454
"6949",0.0298,0.170043675228303
"6950",0.0622,0.241530523328564
"6951",0.1038,0.305016169221156
"6952",0.0406,0.197371567236913
"6953",0.0897,0.285765771581589
"6954",0.1327,0.339267181174399
"6955",0.011,0.10430766035532
"6956",0.0193,0.137584166750008
"6957",0.0333,0.179427783336203
"6958",0.0155,0.123536537621923
"6959",0.0256,0.157946619822874
"6960",0.0404,0.196905350795038
"6961",0.0428,0.202416049822445
"6962",0.0824,0.27498691201615
"6963",0.1261,0.331978630307883
"6964",0.0232,0.150545761822245
"6965",0.0501,0.218162209089813
"6966",0.0797,0.270841735197056
"6967",0.0237,0.152120426184015
"6968",0.0476,0.212929034838811
"6969",0.0833,0.276348958519274
"6970",0.0025,0.049939957948921
"6971",0,0
"6972",0,0
"6973",0.0025,0.049939957948921
"6974",0,0
"6975",0,0
"6976",2e-04,0.0141414284285499
"6977",0,0
"6978",0,0
"6979",2e-04,0.0141414284285499
"6980",0,0
"6981",0,0
"6982",5e-04,0.022356206744392
"6983",0,0
"6984",0,0
"6985",1e-04,0.01
"6986",0,0
"6987",0,0
"6988",4e-04,0.0199969994748912
"6989",0,0
"6990",0,0
"6991",4e-04,0.0199969994748912
"6992",0,0
"6993",0,0
"6994",6e-04,0.024488772325231
"6995",0,0
"6996",0,0
"6997",2e-04,0.0141414284285499
"6998",0,0
"6999",0,0
"7000",2e-04,0.0141414284285499
"7001",0,0
"7002",0,0
"7003",1e-04,0.01
"7004",0,0
"7005",0,0
"7006",1e-04,0.01
"7007",0,0
"7008",0,0
"7009",1e-04,0.01
"7010",0,0
"7011",0,0
"7012",0,0
"7013",0,0
"7014",0,0
"7015",0,0
"7016",0,0
"7017",0,0
"7018",0.0021,0.0457799036691647
"7019",0,0
"7020",0,0
"7021",0.0041,0.0639030387371053
"7022",0,0
"7023",0,0
"7024",9e-04,0.0299879963984391
"7025",0,0
"7026",0,0
"7027",0.0038,0.0615299812600279
"7028",0,0
"7029",0,0
"7030",0.0011,0.0331496589724389
"7031",0,0
"7032",0,0
"7033",9e-04,0.0299879963984391
"7034",0,0
"7035",0,0
"7036",9e-04,0.0299879963984391
"7037",0,0
"7038",0,0
"7039",5e-04,0.022356206744392
"7040",0,0
"7041",0,0
"7042",0.0022,0.0468548774190457
"7043",0,0
"7044",0,0
"7045",0.0025,0.049939957948921
"7046",0,0
"7047",0,0
"7048",0.0011,0.0331496589724389
"7049",0,0
"7050",0,0
"7051",0,0
"7052",0,0
"7053",0,0
"7054",1e-04,0.01
"7055",0,0
"7056",0,0
"7057",3e-04,0.0173187757650303
"7058",0,0
"7059",0,0
"7060",0.0011,0.0331496589724389
"7061",0,0
"7062",0,0
"7063",5e-04,0.022356206744392
"7064",0,0
"7065",0,0
"7066",3e-04,0.0173187757650303
"7067",0,0
"7068",0,0
"7069",5e-04,0.022356206744392
"7070",0,0
"7071",0,0
"7072",4e-04,0.0199969994748912
"7073",0,0
"7074",0,0
"7075",4e-04,0.0199969994748912
"7076",0,0
"7077",0,0
"7078",0.0025,0.049939957948921
"7079",0,0
"7080",0,0
"7081",0.0852,0.279193042312103
"7082",0,0
"7083",0,0
"7084",0.0191,0.136883394560373
"7085",0,0
"7086",0,0
"7087",0.0165,0.127394556152505
"7088",0,0
"7089",0,0
"7090",0.0136,0.11582910531539
"7091",0,0
"7092",0,0
"7093",0.0051,0.0712355069452375
"7094",0,0
"7095",0,0
"7096",0.041,0.19830010663948
"7097",0.1031,0.304104649691182
"7098",0.159,0.365694371350345
"7099",0.0312,0.173866566533925
"7100",0.0667,0.249514199462823
"7101",0.1178,0.32238727232218
"7102",0.0483,0.214410137751733
"7103",0.1124,0.315873736834454
"7104",0.1788,0.383203920288471
"7105",1e-04,0.01
"7106",0,0
"7107",0,0
"7108",0.0013,0.0360338707882514
"7109",0,0
"7110",0,0
"7111",0.0019,0.0435497377485307
"7112",0,0
"7113",0,0
"7114",9e-04,0.0299879963984391
"7115",0,0
"7116",0,0
"7117",3e-04,0.0173187757650303
"7118",0,0
"7119",0,0
"7120",0.0012,0.0346219564436616
"7121",0,0
"7122",0,0
"7123",7e-04,0.0264495738717243
"7124",0,0
"7125",0,0
"7126",1e-04,0.01
"7127",0,0
"7128",0,0
"7129",5e-04,0.022356206744392
"7130",0,0
"7131",0,0
"7132",9e-04,0.0299879963984391
"7133",0,0
"7134",0,0
"7135",0.0014,0.037392242751429
"7136",0,0
"7137",0,0
"7138",0.0099,0.0990099504950371
"7139",0.0204,0.141371279204294
"7140",0,0
"7141",0.0062,0.0784995300471395
"7142",0.0164,0.127014382120005
"7143",0,0
"7144",0.0066,0.0809758958553159
"7145",0.0125,0.111107985754625
"7146",0,0
"7147",0.0166,0.127773520759431
"7148",0.0343,0.182007754456419
"7149",0,0
"7150",0.0102,0.100483678759138
"7151",0.0193,0.137584166750008
"7152",0,0
"7153",0.0142,0.118320581371111
"7154",0.0254,0.157344576428847
"7155",0,0
"7156",0.0119,0.108441532433822
"7157",0.0253,0.157042593705096
"7158",0,0
"7159",0.0128,0.11241629660496
"7160",0.0244,0.154295238753729
"7161",0,0
"7162",0.007,0.0833768263339218
"7163",0.0124,0.11066826440527
"7164",0,0
"7165",0.0083,0.0907300016164407
"7166",0.0199,0.139663669556758
"7167",0,0
"7168",0.0072,0.0845510194349468
"7169",0.014,0.117496300103679
"7170",0,0
"7171",0.0106,0.102414300119109
"7172",0.0209,0.143056759797125
"7173",0,0
"7174",0.0171,0.129650572413286
"7175",0.0361,0.186548304808708
"7176",0,0
"7177",0.0091,0.0949636341405536
"7178",0.0141,0.117909203449204
"7179",0,0
"7180",0.0118,0.107990398613114
"7181",0.0271,0.162382963461942
"7182",0,0
"7183",0.0216,0.145380719338417
"7184",0.0422,0.201055222066556
"7185",0,0
"7186",0.0184,0.134399577099902
"7187",0.0389,0.193366307956958
"7188",0,0
"7189",0.0155,0.123536537621923
"7190",0.0308,0.172784100641649
"7191",0,0
"7192",0.0102,0.100483678759138
"7193",0.0245,0.154603170129275
"7194",0,0
"7195",0.0029,0.0537761953648526
"7196",0,0
"7197",0,0
"7198",0.0032,0.0564807844129381
"7199",0,0
"7200",0,0
"7201",0,0
"7202",0,0
"7203",0,0
"7204",0.0112,0.10524099755683
"7205",0,0
"7206",0,0
"7207",0.0041,0.0639030387371053
"7208",0,0
"7209",0,0
"7210",0.0038,0.0615299812600279
"7211",0,0
"7212",0,0
"7213",0.0079,0.0885345911911482
"7214",0,0
"7215",0,0
"7216",0.0046,0.0676705100453143
"7217",0,0
"7218",0,0
"7219",0.007,0.0833768263339218
"7220",0,0
"7221",0,0
"7222",0.0042,0.0646744020291474
"7223",0,0
"7224",0,0
"7225",0.0044,0.0661897130059557
"7226",0,0
"7227",0,0
"7228",2e-04,0.0141414284285499
"7229",0,0
"7230",0,0
"7231",0.0066,0.0809758958553158
"7232",0,0
"7233",0,0
"7234",0.0035,0.0590601287662073
"7235",0,0
"7236",0,0
"7237",0.0031,0.0555940560663367
"7238",0,0
"7239",0,0
"7240",0.0022,0.0468548774190457
"7241",0,0
"7242",0,0
"7243",0.0022,0.0468548774190457
"7244",0,0
"7245",0,0
"7246",0.0028,0.0528435354979622
"7247",0,0
"7248",0,0
"7249",0.0027,0.0518939235164368
"7250",0,0
"7251",0,0
"7252",0.0033,0.0573536306077862
"7253",0,0
"7254",0,0
"7255",0.0028,0.0528435354979622
"7256",0,0
"7257",0,0
"7258",0.0017,0.0411980549052112
"7259",0,0
"7260",0,0
"7261",0.0026,0.0509264111236497
"7262",0,0
"7263",0,0
"7264",0.0027,0.0518939235164368
"7265",0,0
"7266",0,0
"7267",0.0029,0.0537761953648526
"7268",0,0
"7269",0,0
"7270",0.0027,0.0518939235164368
"7271",0,0
"7272",0,0
"7273",0.003,0.0546927703623888
"7274",0,0
"7275",0,0
"7276",0.0025,0.049939957948921
"7277",0,0
"7278",0,0
"7279",0.0025,0.049939957948921
"7280",0,0
"7281",0,0
"7282",0.0022,0.0468548774190457
"7283",0,0
"7284",0,0
"7285",0.0037,0.0607180258890783
"7286",0,0
"7287",0,0
"7288",0.0018,0.0423903254760965
"7289",0,0
"7290",0,0
"7291",0.24,0.427104485839452
"7292",0.5158,0.499775287037838
"7293",0.9838,0.126250362040636
"7294",0.0089,0.0939237572034718
"7295",0,0
"7296",0,0
"7297",0.0051,0.0712355069452375
"7298",0,0
"7299",0,0
"7300",0.0099,0.0990099504950371
"7301",0,0
"7302",0,0
"7303",0.0118,0.107990398613114
"7304",0,0
"7305",0,0
"7306",0.0098,0.0985136056240421
"7307",0,0
"7308",0,0
"7309",0.0076,0.086850413352096
"7310",0,0
"7311",0,0
"7312",0.0059,0.0765883579772916
"7313",0,0
"7314",0,0
"7315",0.004,0.0631220915357213
"7316",0,0
"7317",0,0
"7318",0.0072,0.0845510194349468
"7319",0,0
"7320",0,0
"7321",0.0032,0.0564807844129381
"7322",0,0
"7323",0,0
"7324",0.006,0.0772307999417717
"7325",0,0
"7326",0,0
"7327",0.006,0.0772307999417717
"7328",0,0
"7329",0,0
"7330",0.0038,0.0615299812600279
"7331",0,0
"7332",0,0
"7333",0.0048,0.0691190114496321
"7334",0,0
"7335",0,0
"7336",0.0057,0.0752866310023285
"7337",0,0
"7338",0,0
"7339",0.0042,0.0646744020291474
"7340",0,0
"7341",0,0
"7342",0.0052,0.0719268889062691
"7343",0,0
"7344",0,0
"7345",0.0023,0.0479055267578741
"7346",0,0
"7347",0,0
"7348",0.0063,0.0791260772034691
"7349",0,0
"7350",0,0
"7351",0.0046,0.0676705100453143
"7352",0,0
"7353",0,0
"7354",0.0066,0.0809758958553158
"7355",0,0
"7356",0,0
"7357",0.0054,0.0732896796125742
"7358",0,0
"7359",0,0
"7360",0.0074,0.0857086611577835
"7361",0,0
"7362",0,0
"7363",0.009,0.094445179809236
"7364",0,0
"7365",0,0
"7366",0.0111,0.104775415956124
"7367",0,0
"7368",0,0
"7369",0.0086,0.0923411754813037
"7370",0,0
"7371",0,0
"7372",0.0058,0.0759403495756332
"7373",0,0
"7374",0,0
"7375",0.0108,0.103365508961376
"7376",0,0
"7377",0,0
"7378",0.0628,0.242615016445026
"7379",0.1314,0.337854191250389
"7380",0.1867,0.389689999653036
"7381",0.0067,0.0815829368039528
"7382",0.0176,0.131498932303345
"7383",0,0
"7384",0.0063,0.0791260772034691
"7385",0.0146,0.119951151840584
"7386",0,0
"7387",0.0054,0.0732896796125742
"7388",0.0195,0.138281098369288
"7389",0,0
"7390",0.0073,0.0851318667919032
"7391",0.0179,0.13259467611791
"7392",0,0
"7393",0.0096,0.0975130292785939
"7394",0.0243,0.153986626653482
"7395",0,0
"7396",6e-04,0.024488772325231
"7397",0,0
"7398",0,0
"7399",3e-04,0.0173187757650303
"7400",0,0
"7401",0,0
"7402",2e-04,0.0141414284285499
"7403",0,0
"7404",0,0
"7405",3e-04,0.0173187757650303
"7406",0,0
"7407",0,0
"7408",2e-04,0.0141414284285499
"7409",0,0
"7410",0,0
